Var1,Var2
PCOLLG5HLYStd,Transport
PROSTGI2c,Transport
SACCRP_Ltm,Transport
SEBACIDtd,Transport
SUBEACtd,Transport
TETDECA511ACtd,Transport
THRNTt,Transport
TMLYStd,Transport
TTDCEAATP,Transport
C03990ATP,Transport
C03990t,Transport
C04483t1,Transport
C04717td,Transport
C04805ATP,Transport
C05957t,Transport
C05957td,Transport
C06315t,Transport
URCANt,Transport
WHARACHDt,Transport
ACILEte,Transport
ACLEUte,Transport
C14768ATP,Transport
C14769td1,Transport
C14769td2,Transport
C14771ATP,Transport
C14825ATP,Transport
C14825td,Transport
C14826td,Transport
CE0955te,Transport
CE0955tr,Transport
CE1273t1,Transport
CE1273t2,Transport
CE1297t,Transport
CE1297td,Transport
CE2176t,Transport
CE2445t,Transport
CE2510t,Transport
CE2513ATP,Transport
CE2537ATP,Transport
CE4843t,Transport
CE5304t,Transport
CE6031t,Transport
CE7082ATP,Transport
CORTSNt,Transport
ALAARGGLYt,Transport
ALAASNLEUt,Transport
ALAHISALAt,Transport
ARGCYSGLYt,Transport
ARGGLUGLUt,Transport
ARGGLYGLYt,Transport
ARGLEUPHEt,Transport
ARGLYSASPt,Transport
ARGPHEARGt,Transport
ARGSERSERt,Transport
ARGTYRVALt,Transport
ARGVALCYSt,Transport
ARGVALTRPt,Transport
ASNCYSCYSt,Transport
ASNMETPROt,Transport
ASNPHEASPt,Transport
ASNPHECYSt,Transport
ASNTYRGLYt,Transport
ASNTYRPHEt,Transport
ASNTYRTHRt,Transport
ASPGLUt,Transport
CYSCYSt,Transport
CYSGLNMETt,Transport
CYSTYRASNt,Transport
GLNASNGLNt,Transport
GLNHISHISt,Transport
LYSCYSHISt,Transport
LYSPHEILEt,Transport
LYSTRPARGt,Transport
LYSVALTRPt,Transport
METASNTYRt,Transport
METHISLYSt,Transport
METMETILEt,Transport
METPHEARGt,Transport
PHEGLNPHEt,Transport
PHEPHEt,Transport
PHEPROARGt,Transport
PHESERTRPt,Transport
PHETRPLEUt,Transport
PHETYRt,Transport
PHETYRLYSt,Transport
PROARGCYSt,Transport
PROCYSt,Transport
PROGLULYSt,Transport
HC02220c,Transport
HC02194te,Transport
PROPHEt,Transport
PROPROARGt,Transport
PROTRPLYSt,Transport
PROVALGLNt,Transport
SERARGALAt,Transport
SERCYSARGt,Transport
SERGLYGLUt,Transport
VALLEUPHEt,Transport
VALPHEARGt,Transport
VALSERARGt,Transport
VALTRPVALt,Transport
TRPGLYASPt,Transport
PCSsec,Transport
MEPIt,Transport
TREt,Transport
LEULEUt,Transport
GLYPROt,Transport
PROGLyt,Transport
DHBPTt,Transport
THBPTt,Transport
PE224_HSte,Transport
PCHOLN261_HSte,Transport
PCHOLN28_HSte,Transport
HDCECRNtr,Transport
LNELDCCRNtr,Transport
STCRNtr,Transport
GNCORE1te,Transport
GNCORE2te,Transport
LHCYSTINt,Transport
ALAARGCYSt,Transport
GLNLYSLYSt,Transport
GLNLYSTRPt,Transport
GLULEUt,Transport
GLUTHRt,Transport
GLUTRPALAt,Transport
GLYHISASNt,Transport
GLYHISLYSt,Transport
GLYLYSCYSt,Transport
GLYLYSPHEt,Transport
GLYTYRLYSt,Transport
HISARGCYSt,Transport
HISARGSERt,Transport
HISCYSCYSt,Transport
r2514e,Transport
3MOXTYRESSte,Transport
ADRNLtu,Transport
GTHOXti2,Transport
NORMETEVESSte,Transport
OROATP,Transport
HISGLUt,Transport
HISGLUGLNt,Transport
HISHISLYSt,Transport
HISLYSGLUt,Transport
HISLYSTHRt,Transport
HISMETGLNt,Transport
HISPHEARGt,Transport
HISPROLYSt,Transport
HISTRPHISt,Transport
ILEARGILEt,Transport
ILEASPt,Transport
ILEGLNGLUt,Transport
ILETRPTYRt,Transport
LEUALAARGt,Transport
LEULEUTRPt,Transport
LEUSERTRPt,Transport
Ht,Transport
ACGALtr,Transport
CO2t,Transport
LEUTYRTYRt,Transport
SERPHELYSt,Transport
THRARGTYRt,Transport
THRASNTYRt,Transport
THRGLNGLUt,Transport
THRGLNTYRt,Transport
THRMETARGt,Transport
THRTHRARGt,Transport
TRPALAPROt,Transport
TRPGLUPROt,Transport
TRPGLYLEUt,Transport
TRPHISMETt,Transport
TRPILELYSt,Transport
TRPLYSt,Transport
TRPMETVALt,Transport
TRPPROGLYt,Transport
TRPPROVALt,Transport
TRPTHRGLUt,Transport
TRPTYRTYRt,Transport
TYRALAPHEt,Transport
TYRARGGLUt,Transport
TYRARGSERt,Transport
TYRCYSGLYt,Transport
TYRCYSTHRt,Transport
TYRTHRt,Transport
TYRTRPPHEt,Transport
TYRTYRt,Transport
PRO1x,Transport
PIt7,Transport
PYDXtr,Transport
ACALDt,Transport
GLNt4,Transport
CE2537ABCt,Transport
CE7082UPKt,Transport
CE7172UPKt,Transport
DIGALSGALSIDEte,Transport
NRVNCABCt,Transport
PAIL_hs_SECt,Transport
PAILPALM_HSSECt,Transport
PCHOLAR_HSABCt,Transport
PCHOLHEP_HSABCt,Transport
PCHOLMYR_HsABCt,Transport
PCHOLN15_HSABCt,Transport
PCHOLN1836_HSABCt,Transport
PCHOLN19_HSABCt,Transport
PCHOLN201_HSABCt,Transport
PCHOLN204_HSABCt,Transport
PCHOLN205_HSABCt,Transport
PCHOLN264_HSABCt,Transport
PCHOLSTE_HSABCt,Transport
PE12_HSABCt,Transport
PCHOL2PALM_HSte,Transport
Pe13_HSABCt,Transport
PE15_HSABCt,Transport
PE226_HSABCt,Transport
PEDH203_HSABCt,Transport
PELPALM_HSABCt,Transport
PEOLE_HSABCt,Transport
SPHMYLN18114_hs_SECt,Transport
SPHMYLN18115_hs_SECt,Transport
SPHMYLN18116_hs_SECt,Transport
SPHMYLN181161_hs_SECt,Transport
SPHMYLN181181_hs_SECt,Transport
SPHMYLN181201_hs_SECt,Transport
SPHMYLN18121_hs_SECt,Transport
SPHMYLN18122_hs_SECt,Transport
SPHMYLN181221_hs_SECt,Transport
SPHMYLN1825_hs_SECt,Transport
3AIBt1,Transport
APRGSTRNt1e,Transport
PAFt,Transport
PCHOL2LINL_HSt1e,Transport
PCHOL2OLE_HSt1e,Transport
XOLEST183te,Transport
CORE4t,Transport
CORE7t,Transport
DST_ANTIGENt,Transport
GALAMtr,Transport
MK10t,Transport
MK11t,Transport
S2L2N2M2Mt,Transport
F1Ate,Transport
F1Ate2,Transport
PCHOL2STE_HSt1e,Transport
PCHOLAR_HSt1e,Transport
PCHOLDOC_HSt1e,Transport
PCHOLEIC_HSt1e,Transport
PCHOLMYR_Hst1e,Transport
PCHOLN19_HSt1e,Transport
PCHOLN203_HSt1e,Transport
PCHOLN204_HSt1e,Transport
PCHOLN205_HSt1e,Transport
PCHOLN224_HSt1e,Transport
PCHOLN2254_HSt1e,Transport
PCHOLN264_HSt1e,Transport
PCHOLOLE_HSt1e,Transport
PEPALM_HSt1e,Transport
PCHOLPALME_HSt1e,Transport
Pe13_HSt1e,Transport
PE17_HSt1e,Transport
PE203_HSt1e,Transport
PE2LINL_HSt1e,Transport
PEDH203_HSt1e,Transport
PELINL_HSt1e,Transport
PEOLE_HSt1e,Transport
TRYPTAte,Transport
SELMETHte,Transport
CE7090te,Transport
CE7096te,Transport
CE1447te,Transport
C05769te3,Transport
C05770te4,Transport
MLTHFte3,Transport
CE2705t,Transport
MMAte,Transport
TYMte,Transport
HDD2CRNte2,Transport
GALt2_2,Transport
MLTHFte1,Transport
CE1918te,Transport
4HBZte,Transport
EGMEte,Transport
INSt2,Transport
L_LACt2r,Transport
NAt3_1,Transport
C10164te,Transport
C05769te2,Transport
C05770te3,Transport
XYLULte,Transport
CE0737te,Transport
HDD2CRNte,Transport
URIt2,Transport
ALAt2r,Transport
C13856te,Transport
PRISTte,Transport
CE2049te,Transport
COKEte,Transport
GUAt,Transport
MK8t,Transport
HMR_0008,Transport
HMR_0017,Transport
HMR_0019,Transport
HMR_0167,Transport
HMR_0170,Transport
HMR_0176,Transport
HMR_0191,Transport
HYXNt,Transport
HMR_0207,Transport
HMR_0211,Transport
HMR_0239,Transport
HMR_0291,Transport
3OHGLUTACte,Transport
GLUTCONte,Transport
3OHSEBACte,Transport
HMR_0296,Transport
HMR_0299,Transport
HMR_0300,Transport
HMR_0307,Transport
HMR_0308,Transport
HMR_0311,Transport
HMR_0317,Transport
HMR_0321,Transport
HMR_0326,Transport
3OHSUBACte,Transport
7OHOCTAte,Transport
ETHMALACte,Transport
METHSUCCte,Transport
SUBGLYte,Transport
4OHBUTtce,Transport
HMR_0343,Transport
HMR_0359,Transport
HMR_0363,Transport
HMR_0375,Transport
HMR_0380,Transport
HMR_0387,Transport
HMR_0388,Transport
3AIBSYMPt,Transport
C14771UPKt,Transport
CE1243UPKt,Transport
SPHMYLN18118_hs_ATPt,Transport
SPHMYLN181181_hs_ATPt,Transport
SPHMYLN181201_hs_ATPt,Transport
SPHMYLN18122_hs_ATPt,Transport
SPHMYLN181221_hs_ATPt,Transport
SPHMYLN18123_hs_ATPt,Transport
SPHMYLN1824_hs_ATPt,Transport
SPHMYLN1825_hs_ATPt,Transport
THEXDDte,Transport
HPDECEte,Transport
ANDRSTNDNte,Transport
ANDRSTANDRte,Transport
CE2209te,Transport
C05299te,Transport
C05302te,Transport
CE5072te,Transport
11DOCRTSTRNte,Transport
PRGNLONEte,Transport
17AHPRGNLONEte,Transport
PRGNLONESte,Transport
MMAt2e,Transport
CE2006te,Transport
N8ASPMDte,Transport
CE4890te2,Transport
C09642te,Transport
ESTRONEte,Transport
HC02020te,Transport
XOL27OHte,Transport
CHSTEROLSte,Transport
3ITYR_Lte,Transport
35DIODTYRte,Transport
13_CIS_RETNte,Transport
CE1617te,Transport
FNA5MOXAMte,Transport
CE5643te,Transport
CE1401te,Transport
DOPA4SFt,Transport
CE5026t,Transport
CE1261t,Transport
CE2172t,Transport
GA1tl,Transport
GALGLUSIDEtg2,Transport
GD3tg,Transport
GLUSIDEte,Transport
GLUSIDEtl,Transport
GM2tl,Transport
SPHMYLNtl2,Transport
HMR_0247,Transport
HMR_0253,Transport
HMR_0257,Transport
HMR_0261,Transport
HMR_0278,Transport
HMR_0281,Transport
HMR_0287,Transport
HMR_0395,Transport
HMR_0419,Transport
HMR_0428,Transport
HMR_0431,Transport
HMR_0432,Transport
HMR_0435,Transport
HMR_0436,Transport
HMR_0439,Transport
HMR_6989,Transport
HMR_7184,Transport
HMR_7903,Transport
HMR_8056,Transport
7DHCDCHOLabc,Transport
CA24Gte,Transport
CA3St,Transport
CDCA24Gtr,Transport
CDCA3Gte,Transport
CDCA3Gtr,Transport
DCA24Gte,Transport
DCA24Gtr,Transport
DCA3Gte,Transport
DCA3Gtr,Transport
HDCA6Gte,Transport
HYOCHOLabc,Transport
HYOCHOLtr,Transport
ICDCHOLabc,Transport
ICDCHOLt,Transport
ISOCHOLabc,Transport
ISOCHOLt2,Transport
LCA3Gte,Transport
LCA3Gtr,Transport
LCA3Sabc,Transport
LCA3St,Transport
M02155tr,Transport
TCA3Sabc,Transport
TCA3St,Transport
THYOCHOLt2,Transport
TUDCA3Sabc,Transport
HMR_6359,Transport
HMR_6363,Transport
HMR_6364,Transport
CLHCOtex,Transport
HMR_9178,Transport
HMR_9185,Transport
HMR_9191,Transport
HMR_9583,Transport
HMR_9584,Transport
HMR_9602,Transport
HMR_9603,Transport
HMR_9613,Transport
HMR_9615,Transport
HMR_9620,Transport
HMR_9621,Transport
HMR_9639,Transport
HMR_9652,Transport
HMR_9657,Transport
HMR_9658,Transport
HMR_9662,Transport
GCA3Sabc,Transport
GCDCA3St,Transport
GDCA3Sabc,Transport
GUDCA3Sabc,Transport
GUDCA3St,Transport
HCA24Gte,Transport
UCHOLt2,Transport
UDCHOLt2,Transport
FOLt2_1,Transport
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte,Transport
FUCFUC12GAL14ACGLCGALGLUSIDEte,Transport
FUCFUCGALACGLCGALGLUSIDEte,Transport
FUCGAL14ACGLCGALGLUSIDEte,Transport
FUCGALFUCGALACGLCGALGLUSIDEte,Transport
GALFUC12GAL14ACGLCGALGLUSIDEte,Transport
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte,Transport
GALGALGALTHCRMte,Transport
GAMt1r,Transport
GCHOLAt,Transport
GLCMter,Transport
GLCt1,Transport
GLCt2_2,Transport
GLNSERNaEx,Transport
GLNTHRNaEx,Transport
GLNtN1,Transport
GLUVESSEC,Transport
GP1CALPHAte,Transport
GP1Cte,Transport
GQ1Bte,Transport
GSNt,Transport
GSNt4,Transport
HDCEAt,Transport
HISTAtu,Transport
HIStiDF,Transport
HIStN1,Transport
HKt,Transport
HPDCAt,Transport
ILEtec,Transport
INSt4,Transport
It,Transport
KSII_CORE2t,Transport
LEUKTRA4t,Transport
LEUt4,Transport
LEUtec,Transport
LGNCt,Transport
LNELDCt,Transport
LPCHOLt,Transport
LYSt5r,Transport
MAGt,Transport
MEPIVESSte_cho,Transport
MERCPLACCYSt,Transport
METLEUex,Transport
METt4,Transport
MTHGXLt,Transport
NAHCO3_HCLt,Transport
NaKt_1,Transport
NAt,Transport
NAt5,Transport
NCAMUP,Transport
NCKt,Transport
NCNt,Transport
NH4t3r,Transport
NKCCt,Transport
NOt,Transport
NPTHLte,Transport
NRPPHRSFt,Transport
NRPPHRt4_2_r,Transport
NRPPHRtu,Transport
NRPPHRVESSEC_1,Transport
O2St,Transport
OAGD3te,Transport
OAGT3te,Transport
OCDCAt,Transport
OCDCEAt,Transport
OCTAt,Transport
ONPTHLte,Transport
OXAHCOtex,Transport
PCt,Transport
PEt,Transport
PHEtec,Transport
PRODt2r,Transport
PROSTGD2t,Transport
PROSTGE1t3,Transport
PNTOt5_1,Transport
PPAtr,Transport
PROSTGF2t,Transport
PROSTGH2t,Transport
PSt3,Transport
PTDCAt,Transport
RBTt,Transport
RETFAt2,Transport
RETNGLCt,Transport
RETNt,Transport
RIBFLVt3,Transport
RTOTAL2t,Transport
RTOTALt,Transport
SARCStex,Transport
SERALANaEx,Transport
SERCYSNaEx,Transport
SERDGLNexR,Transport
SERDGLYexR,Transport
SERGLNexR,Transport
SERGLNNaEx,Transport
SERt4,Transport
SO4CLtex2,Transport
SO4HCOtex,Transport
SO4OXAtex2,Transport
SPC_HSt,Transport
SPH1Pte,Transport
SPHS1Pte,Transport
SUCCt4_2,Transport
TAGt,Transport
TCHOLAt2,Transport
TCHOLAte,Transport
TCYNTt,Transport
TDCHOLAte,Transport
TETPENT3t,Transport
TETPENT6t,Transport
TETTET6t,Transport
THFt2_1,Transport
THRALANaEx,Transport
THRASNNaEx,Transport
THRGLNexR,Transport
THRt4,Transport
THYMDt1,Transport
THYMt,Transport
THYOXt2,Transport
TOLBUTAMIDEte,Transport
TRIODTHYt,Transport
TRIODTHYt2,Transport
TXA2te,Transport
TYMSFt,Transport
TYRt,Transport
TYRt4,Transport
URAt,Transport
URIt4,Transport
VACCt,Transport
VALt4,Transport
VALtec,Transport
WHDDCAte,Transport
WHHDCAte,Transport
WHTSTSTERONEte,Transport
XOLEST2te,Transport
XOLTRI27te,Transport
r0813,Transport
r0817,Transport
r0871,Transport
r0879,Transport
r0881,Transport
r0946,Transport
r0961,Transport
PNTOt4,Transport
r0993,Transport
r1015,Transport
r1026,Transport
r1030,Transport
CHOLESTTDe,Transport
r1106,Transport
r1116,Transport
r1500,Transport
r1501,Transport
r1512,Transport
r1514,Transport
r1516,Transport
r1517,Transport
r1521,Transport
r1522,Transport
r1523,Transport
r1527,Transport
r1529,Transport
r1532_1,Transport
HCO3_2NAt,Transport
r1544,Transport
r1546,Transport
r1551,Transport
r1559,Transport
r1563,Transport
r1566,Transport
r1569,Transport
r1570,Transport
r1573,Transport
r1574,Transport
r1575,Transport
r1576,Transport
r1580,Transport
r1583,Transport
r1592,Transport
r1596,Transport
r1598,Transport
r1599,Transport
r1600,Transport
r1602,Transport
r1605,Transport
r1606,Transport
r1607,Transport
r1608,Transport
r1609,Transport
r1614,Transport
LEUPHELAT2tc,Transport
r1625,Transport
r1627,Transport
r1628,Transport
r1633,Transport
r1635,Transport
r1636,Transport
r1638,Transport
r1639,Transport
r1640,Transport
r1642,Transport
r1643,Transport
VALLAT1tc,Transport
r1646,Transport
r1650,Transport
r1651,Transport
r1653,Transport
r1654,Transport
r1655,Transport
r1656,Transport
r1658,Transport
r1660,Transport
r1662,Transport
r1664,Transport
r1665,Transport
r1668,Transport
r1669,Transport
r1670,Transport
r1672,Transport
r1675,Transport
r1677,Transport
r1679,Transport
r1681,Transport
r1682,Transport
r1683,Transport
r1684,Transport
r1687,Transport
r1690,Transport
r1691,Transport
r1695,Transport
r1698,Transport
r1702,Transport
r1708,Transport
r1711,Transport
r1713,Transport
r1715,Transport
r1716,Transport
r1720,Transport
r1721,Transport
r1725,Transport
r1728,Transport
r1730,Transport
r1733,Transport
r1734,Transport
r1735,Transport
r1737,Transport
r1738,Transport
r1739,Transport
r1740,Transport
r1741,Transport
r1742,Transport
r1743,Transport
r1749,Transport
r1751,Transport
r1756,Transport
r1757,Transport
r1759,Transport
r1760,Transport
r1761,Transport
r1765,Transport
r1767,Transport
r1769,Transport
r1770,Transport
r1772,Transport
r1773,Transport
r1775,Transport
r1776,Transport
r1777,Transport
r1780,Transport
r1782,Transport
r1785,Transport
r1787,Transport
r1788,Transport
r1800,Transport
r1801,Transport
r1803,Transport
r1807,Transport
r1808,Transport
r1810,Transport
r1812,Transport
r1813,Transport
r1815,Transport
r1816,Transport
r1819,Transport
r1825,Transport
r1826,Transport
r1828,Transport
r1831,Transport
r1834,Transport
r1835,Transport
r1843,Transport
r1844,Transport
r1850,Transport
r1852,Transport
r1856,Transport
r1859,Transport
r1862,Transport
r1863,Transport
r1866,Transport
r1871,Transport
r1872,Transport
r1873,Transport
r1879,Transport
r1883,Transport
r1884,Transport
r1886,Transport
r1888,Transport
r1891,Transport
r1894,Transport
r1895,Transport
r1896,Transport
r1897,Transport
r1902,Transport
r1906,Transport
r1909,Transport
r1911,Transport
r1913,Transport
r1914,Transport
r1915,Transport
r1917,Transport
r1919,Transport
r1922,Transport
r1923,Transport
r1924,Transport
r1926,Transport
r1929,Transport
r1930,Transport
r1931,Transport
r1933,Transport
r1934,Transport
r1936,Transport
r1937,Transport
r1938,Transport
r1939,Transport
r1941,Transport
r1942,Transport
r1943,Transport
r1946,Transport
r1947,Transport
r1950,Transport
r1952,Transport
r1953,Transport
r1955,Transport
r1956,Transport
r1958,Transport
r1959,Transport
r1960,Transport
r1966,Transport
r1968,Transport
r1969,Transport
r1971,Transport
r1973,Transport
r1975,Transport
r1977,Transport
r1978,Transport
r1979,Transport
r1982,Transport
r1988,Transport
r1990,Transport
r1991,Transport
r1992,Transport
r1993,Transport
r1994,Transport
r1995,Transport
r1996,Transport
r1998,Transport
r1999,Transport
r2002,Transport
r2006,Transport
r2008,Transport
r2009,Transport
r2010,Transport
r2012,Transport
r2015,Transport
r2019,Transport
r2020,Transport
r2022,Transport
r2024,Transport
r2027,Transport
r2028,Transport
r2029,Transport
r2034,Transport
r2037,Transport
r2042,Transport
r2043,Transport
r2044,Transport
r2045,Transport
r2052,Transport
r2053,Transport
r2054,Transport
r2057,Transport
r2059,Transport
r2061,Transport
r2062,Transport
r2064,Transport
r2066,Transport
r2069,Transport
r2070,Transport
r2079,Transport
r2082,Transport
r2083,Transport
r2091,Transport
r2095,Transport
r2097,Transport
r2098,Transport
r2099,Transport
r2102,Transport
r2103,Transport
r2105,Transport
r2107,Transport
r2109,Transport
r2110,Transport
r2112,Transport
r2116,Transport
r2117,Transport
r2118,Transport
r2119,Transport
r2124,Transport
r2127,Transport
r2128,Transport
r2129,Transport
r2131,Transport
r2132,Transport
r2136,Transport
r2140,Transport
r2142,Transport
r2143,Transport
r2144,Transport
r2145,Transport
r2147,Transport
r2148,Transport
r2152,Transport
r2154,Transport
r2155,Transport
r2156,Transport
r2157,Transport
r2158,Transport
r2160,Transport
r2161,Transport
r2162,Transport
r2163,Transport
r2168,Transport
r2169,Transport
r2170,Transport
r2171,Transport
r2174,Transport
r2180,Transport
r2181,Transport
r2182,Transport
r2183,Transport
r2184,Transport
r2185,Transport
r2186,Transport
r2187,Transport
r2188,Transport
r2190,Transport
r2194,Transport
r2197,Transport
r2198,Transport
r2200,Transport
r2203,Transport
r2207,Transport
r2208,Transport
r2209,Transport
r2214,Transport
r2216,Transport
r2218,Transport
r2220,Transport
r2221,Transport
r2222,Transport
r2223,Transport
r2224,Transport
r2225,Transport
r2232,Transport
r2234,Transport
r2235,Transport
r2240,Transport
r2241,Transport
r2243,Transport
r2251,Transport
r2252,Transport
r2253,Transport
r2254,Transport
r2259,Transport
r2261,Transport
r2262,Transport
r2263,Transport
r2267,Transport
r2269,Transport
r2270,Transport
r2271,Transport
r2272,Transport
r2274,Transport
r2279,Transport
r2280,Transport
r2281,Transport
r2284,Transport
r2285,Transport
r2286,Transport
r2287,Transport
r2288,Transport
r2290,Transport
r2291,Transport
r2292,Transport
r2295,Transport
r2296,Transport
r2298,Transport
r2302,Transport
r2303,Transport
r2304,Transport
r2305,Transport
r2306,Transport
r2308,Transport
r2311,Transport
r2312,Transport
r2314,Transport
r2316,Transport
r2318,Transport
r2319,Transport
r2320,Transport
r2322,Transport
r2323,Transport
r2326,Transport
r2327,Transport
r2328,Transport
r2329,Transport
r2330,Transport
r2338,Transport
ALAB0AT3tc,Transport
ARGB0AT3tc,Transport
ASNB0AT3tc,Transport
BETBGTtc,Transport
CYSB0AT3tc,Transport
ESTROSABCCte,Transport
FOLOAT1tc,Transport
FOLOATPtc,Transport
GLNB0AT3tc,Transport
GSNt2,Transport
LEUKABCtc,Transport
PHEB0AT3tc,Transport
PSHSABCtc,Transport
THCHOLSTOICt,Transport
XOL7AH3ATP,Transport
XOL7AH3t,Transport
XOL7AONEt,Transport
XOLDIOLONEATP,Transport
7KILTCHOLt,Transport
ACACt2,Transport
PHPYRte,Transport
3MOX4HOXMte,Transport
GLXt,Transport
CE4970te,Transport
CE2026te,Transport
ACTYRte,Transport
NACVANALAte,Transport
2M3HBUte,Transport
3H3MGLTte,Transport
3MGLUTACte,Transport
12DHCHOLt,Transport
12DHCHOLt2,Transport
3DHCDCHOLabc,Transport
3DHCDCHOLt,Transport
3DHCDCHOLt2,Transport
3DHDCAt,Transport
3DHLCAt,Transport
ACGALtlg,Transport
ACN13ACNGALGBSIDEtg,Transport
ACNACNGAL14ACGLCGALGLUSIDEtg,Transport
ACNACNGALGBSIDEtg,Transport
CERT1gt,Transport
CO2tg,Transport
DIGALSGALSIDEtg,Transport
F1Atg,Transport
FUC14GALACGLCGALGLUSIDEtg,Transport
FUCACNGAL14ACGLCGALGLUSIDEtg,Transport
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
FUCGALFUCGALACGLCGALGLUSIDEtg,Transport
FUCGALGBSIDEtg,Transport
GALACGLCGALGBSIDEtg,Transport
GALFUC12GAL14ACGLCGALGLUSIDEtg,Transport
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
GALGALGALTHCRMtg,Transport
GALSIDEtg,Transport
GDPFUCtg,Transport
GMPtg,Transport
GP1CALPHAtg,Transport
GQ1Btg,Transport
GT1Atg,Transport
H2Otg,Transport
NAt3_1g,Transport
PAPStg,Transport
PAPtg,Transport
PItg,Transport
Ser_Thrtg,Transport
SGALSIDEtg,Transport
SPHMYLNtg,Transport
UDPGALtg,Transport
UDPGLCAtg,Transport
UDPXYLtg,Transport
GNCORE1t,Transport
GNCORE2t,Transport
SPHGNtg,Transport
SPHINGStg,Transport
DHCRMtg,Transport
PHSPHINGStg,Transport
ATPtg,Transport
HMR_1916,Transport
HMR_9667,Transport
HMR_7182,Transport
HMR_7431,Transport
HMR_9670,Transport
HMR_9671,Transport
COAtg,Transport
ACGAGBSIDEtg,Transport
ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,Transport
ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
ACGBGBSIDEtg,Transport
ACN23ACNGALGBSIDEtg,Transport
ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
ACtg,Transport
CERT2gt,Transport
CHOLPtg,Transport
CHOLtg,Transport
CHSTEROLtg,Transport
CMPACNAtg,Transport
DIGALSIDEtg,Transport
DAG_HStg,Transport
HMR_9665,Transport
PHCRMtg,Transport
Rtotaltg,Transport
GD1Atg,Transport
HMR_9669,Transport
HMR_7330,Transport
HMR_7432,Transport
HMR_7437,Transport
HMR_8084,Transport
HMR_8086,Transport
HMR_4955,Transport
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
FUCACGALFUCGALACGLCGALGLUSIDEtg,Transport
FUCACNGALACGLCGALGLUSIDEtg,Transport
FUCFUC12GAL14ACGLCGALGLUSIDEtg,Transport
FUCFUCGALACGLCGALGLUSIDEtg,Transport
FUCGAL14ACGLCGALGLUSIDEtg,Transport
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,Transport
GALGLUSIDEtg,Transport
GD1B2tg,Transport
GD1Ctg,Transport
GDPtg,Transport
GLCtg,Transport
GP1Ctg,Transport
GQ1BALPHAtg,Transport
Htg,Transport
Kt3g,Transport
OAGD3tg,Transport
OAGT3tg,Transport
PA_HStg,Transport
PCHOL_HStg,Transport
UGALNACtg,Transport
UGLCNACtg,Transport
XSERtg,Transport
COAtl,Transport
10FTHF7GLUtl,Transport
5THFtl,Transport
ABUTt2rL,Transport
ACGAGBSIDEtl,Transport
ACGAMtly,Transport
ACGBGBSIDEtl,Transport
ACNAMlt,Transport
ADNtl,Transport
ATPasel_1,Transport
CHOLPtl,Transport
CSPG_Atly,Transport
CSPG_Ctly,Transport
CSPG_Dtly,Transport
CYTDtl,Transport
DHFtl,Transport
DIGALSIDEtl,Transport
DPCOAtl,Transport
FALDtly,Transport
FUCtly,Transport
GALSIDEtl,Transport
GALtly,Transport
GBSIDEtl,Transport
GLCtly,Transport
HAtly,Transport
IDOURtly,Transport
KSII_CORE2tly,Transport
KSItly,Transport
MANtly,Transport
S2L2N2M2MASNtly,Transport
SGALSIDEtl,Transport
SO4tl,Transport
SPHINGStl,Transport
THYMDtl,Transport
UDPACGALtl,Transport
UDPtl,Transport
r0932,Transport
r0937,Transport
r0984,Transport
r0986,Transport
r0987,Transport
r1150,Transport
r1298,Transport
r1304,Transport
r1364,Transport
r1365,Transport
XOLEST183tl,Transport
XOLEST205tl,Transport
GD3tlc,Transport
NO2t2r,Transport
THCRMtl,Transport
GD1Btl,Transport
HMR_0769,Transport
HMR_2090,Transport
HMR_3597,Transport
HMR_7199,Transport
HMR_7711,Transport
HMR_7720,Transport
HMR_8588,Transport
10FTHF5GLUtl,Transport
10FTHF6GLUtl,Transport
10FTHFtl,Transport
5DHFtl,Transport
6DHFtl,Transport
6THFtl,Transport
7DHFtl,Transport
7THFtl,Transport
ACGALtly,Transport
CSPG_Btly,Transport
CSPG_Etly,Transport
XOLEST182tl,Transport
TMNDNCtl,Transport
XOLEST226tl,Transport
CRVNCtl,Transport
HMR_0831,Transport
HMR_0913,Transport
HMR_2087,Transport
HMR_7198,Transport
HMR_7715,Transport
HMR_7724,Transport
HMR_7727,Transport
HMR_8590,Transport
HMR_5249,Transport
GALGLUSIDEtl,Transport
GLCURtly,Transport
GLUt7l,Transport
GSNtl,Transport
H2O2tly,Transport
H2Otly,Transport
HSPGtly,Transport
KSII_CORE4tly,Transport
MEOHtly,Transport
N2M2NMASNtly,Transport
Rtotaltl,Transport
S2L2FN2M2MASNtly,Transport
